objectid,event_dow,event_type,apprehension_made,hood_158_loc
24213,Wednesday,Person in Crisis,Yes,65
24214,Wednesday,Person in Crisis,Yes,64
24215,Wednesday,Person in Crisis,Yes,2
24216,Wednesday,Person in Crisis,No,113
24217,Wednesday,Person in Crisis,No,121
24218,Wednesday,Suicide-related,No,55
24219,Wednesday,Person in Crisis,No,54
24220,Wednesday,Person in Crisis,No,166
24221,Wednesday,Person in Crisis,Yes,107
24222,Wednesday,Person in Crisis,Yes,133
24223,Wednesday,Overdose,No,166
24224,Thursday,Suicide-related,No,124
24225,Thursday,Suicide-related,No,6
24226,Thursday,Person in Crisis,No,135
24227,Thursday,Overdose,No,92
24228,Thursday,Overdose,No,100
24229,Thursday,Suicide-related,Yes,151
24230,Thursday,Person in Crisis,Yes,53
24231,Thursday,Suicide-related,Yes,25
24232,Thursday,Overdose,No,27
24233,Thursday,Person in Crisis,No,73
24234,Thursday,Person in Crisis,No,111
24235,Thursday,Suicide-related,No,2
24236,Thursday,Person in Crisis,No,92
24237,Thursday,Person in Crisis,No,85
24238,Thursday,Person in Crisis,No,68
24239,Thursday,Person in Crisis,Yes,155
24240,Thursday,Person in Crisis,No,73
24241,Thursday,Person in Crisis,Yes,65
24242,Thursday,Suicide-related,No,22
24243,Thursday,Suicide-related,Yes,122
24244,Thursday,Suicide-related,No,52
24245,Thursday,Person in Crisis,No,147
24246,Thursday,Suicide-related,No,50
24247,Thursday,Suicide-related,No,168
24248,Thursday,Suicide-related,Yes,57
24249,Thursday,Person in Crisis,No,170
24250,Thursday,Person in Crisis,No,95
24251,Thursday,Person in Crisis,No,85
24252,Thursday,Person in Crisis,No,124
24253,Thursday,Person in Crisis,Yes,34
24254,Thursday,Person in Crisis,No,43
24255,Thursday,Person in Crisis,Yes,159
24256,Thursday,Person in Crisis,No,62
24257,Thursday,Suicide-related,No,113
24258,Thursday,Person in Crisis,No,60
24259,Thursday,Suicide-related,Yes,128
24260,Thursday,Suicide-related,No,167
24261,Thursday,Person in Crisis,No,95
24262,Thursday,Suicide-related,No,2
24263,Thursday,Person in Crisis,Yes,78
24264,Thursday,Suicide-related,Yes,1
24265,Thursday,Suicide-related,Yes,165
24266,Thursday,Person in Crisis,No,166
24267,Thursday,Person in Crisis,Yes,118
24268,Thursday,Person in Crisis,No,1
24269,Thursday,Person in Crisis,No,68
24270,Thursday,Person in Crisis,No,73
24271,Thursday,Person in Crisis,No,170
24272,Thursday,Person in Crisis,No,149
24273,Thursday,Suicide-related,No,136
24274,Thursday,Suicide-related,No,71
24275,Thursday,Suicide-related,No,31
24276,Thursday,Suicide-related,No,124
24277,Thursday,Person in Crisis,No,73
24278,Thursday,Suicide-related,Yes,118
24279,Thursday,Suicide-related,No,46
24280,Thursday,Person in Crisis,No,1
24281,Thursday,Suicide-related,No,174
24282,Thursday,Suicide-related,No,115
24283,Thursday,Overdose,No,70
24284,Thursday,Suicide-related,No,124
24285,Thursday,Person in Crisis,No,70
24286,Thursday,Person in Crisis,No,83
24287,Thursday,Suicide-related,No,135
24288,Thursday,Person in Crisis,No,115
24289,Friday,Overdose,Yes,58
24290,Friday,Person in Crisis,No,81
24291,Friday,Person in Crisis,No,118
24292,Friday,Person in Crisis,No,167
24293,Friday,Person in Crisis,No,107
24294,Friday,Suicide-related,Yes,62
24295,Friday,Person in Crisis,No,155
24296,Friday,Person in Crisis,No,113
24297,Friday,Suicide-related,Yes,167
24298,Friday,Overdose,No,69
24299,Friday,Suicide-related,Yes,142
24300,Friday,Person in Crisis,Yes,162
24301,Friday,Person in Crisis,No,170
24302,Friday,Person in Crisis,No,85
24303,Friday,Person in Crisis,Yes,118
24304,Friday,Person in Crisis,No,74
24305,Friday,Person in Crisis,No,107
24306,Friday,Person in Crisis,No,47
24307,Friday,Person in Crisis,No,32
24308,Friday,Suicide-related,Yes,68
24309,Friday,Person in Crisis,No,111
24310,Friday,Suicide-related,No,42
24311,Friday,Person in Crisis,No,65
24312,Friday,Person in Crisis,Yes,52
24313,Friday,Person in Crisis,Yes,99
24314,Friday,Person in Crisis,Yes,63
24315,Friday,Suicide-related,No,70
24316,Friday,Suicide-related,No,167
24317,Friday,Person in Crisis,No,162
24318,Friday,Overdose,No,170
24319,Friday,Person in Crisis,No,171
24320,Friday,Suicide-related,No,70
24321,Friday,Person in Crisis,No,18
24322,Friday,Person in Crisis,No,70
24323,Friday,Suicide-related,No,54
24324,Friday,Person in Crisis,Yes,140
24325,Friday,Person in Crisis,No,25
24326,Friday,Suicide-related,Yes,168
24327,Friday,Person in Crisis,No,73
24328,Friday,Person in Crisis,No,170
24329,Friday,Person in Crisis,Yes,80
24330,Friday,Suicide-related,No,79
24331,Friday,Suicide-related,No,169
24332,Friday,Person in Crisis,No,89
24333,Friday,Person in Crisis,No,62
24334,Friday,Overdose,No,162
24335,Friday,Person in Crisis,No,54
24336,Friday,Suicide-related,Yes,35
24337,Friday,Person in Crisis,No,87
24338,Friday,Person in Crisis,No,146
24339,Friday,Suicide-related,Yes,46
24340,Friday,Suicide-related,No,174
24341,Friday,Person in Crisis,No,124
24342,Friday,Suicide-related,No,73
24343,Friday,Suicide-related,Yes,160
24344,Friday,Person in Crisis,No,80
24345,Friday,Person in Crisis,Yes,166
24346,Friday,Person in Crisis,No,166
24347,Friday,Person in Crisis,No,166
24348,Friday,Person in Crisis,No,43
24349,Saturday,Suicide-related,No,170
24350,Saturday,Person in Crisis,No,71
24351,Saturday,Overdose,No,156
24352,Saturday,Person in Crisis,No,62
24353,Saturday,Person in Crisis,No,168
24354,Saturday,Person in Crisis,No,136
24355,Saturday,Overdose,No,78
24356,Saturday,Person in Crisis,No,73
24357,Saturday,Suicide-related,Yes,168
24358,Saturday,Person in Crisis,No,154
24359,Saturday,Person in Crisis,No,78
24360,Saturday,Overdose,No,106
24361,Saturday,Person in Crisis,No,162
24362,Saturday,Suicide-related,Yes,36
24363,Saturday,Person in Crisis,Yes,125
24364,Saturday,Person in Crisis,No,63
24365,Saturday,Suicide-related,No,72
24366,Saturday,Person in Crisis,No,170
24367,Saturday,Person in Crisis,No,170
24368,Saturday,Person in Crisis,No,170
24369,Saturday,Person in Crisis,No,71
24370,Saturday,Suicide-related,No,63
24371,Saturday,Person in Crisis,No,166
24372,Saturday,Person in Crisis,No,162
24373,Saturday,Person in Crisis,No,87
24374,Saturday,Person in Crisis,Yes,112
24375,Saturday,Suicide-related,No,10
24376,Saturday,Suicide-related,No,164
24377,Saturday,Suicide-related,Yes,36
24378,Saturday,Suicide-related,No,73
24379,Saturday,Suicide-related,No,170
24380,Saturday,Overdose,No,136
24381,Saturday,Person in Crisis,No,62
24382,Saturday,Person in Crisis,No,148
24383,Saturday,Person in Crisis,No,85
24384,Saturday,Person in Crisis,No,162
24385,Saturday,Person in Crisis,No,110
24386,Saturday,Overdose,Yes,162
24387,Saturday,Person in Crisis,Yes,57
24388,Saturday,Person in Crisis,No,71
24389,Saturday,Overdose,Yes,148
24390,Saturday,Suicide-related,No,37
24391,Sunday,Person in Crisis,No,65
24392,Sunday,Suicide-related,Yes,158
24394,Sunday,Person in Crisis,No,170
24395,Sunday,Person in Crisis,No,103
24396,Sunday,Person in Crisis,No,70
24397,Sunday,Person in Crisis,No,143
24398,Sunday,Person in Crisis,No,1
24399,Sunday,Person in Crisis,No,71
24400,Sunday,Person in Crisis,No,151
24401,Sunday,Overdose,No,90
24402,Sunday,Person in Crisis,No,100
24403,Sunday,Suicide-related,No,64
24404,Sunday,Suicide-related,No,91
24405,Sunday,Overdose,Yes,128
24406,Sunday,Person in Crisis,No,94
24407,Sunday,Suicide-related,No,143
24408,Sunday,Person in Crisis,No,44
24409,Sunday,Person in Crisis,No,95
24410,Sunday,Suicide-related,Yes,97
24411,Sunday,Suicide-related,Yes,85
24412,Sunday,Suicide-related,No,27
24413,Sunday,Overdose,No,95
24414,Sunday,Person in Crisis,No,57
24415,Sunday,Overdose,Yes,85
24416,Sunday,Overdose,No,62
24417,Sunday,Person in Crisis,No,35
24418,Sunday,Person in Crisis,No,169
24419,Sunday,Person in Crisis,No,170
24420,Sunday,Suicide-related,No,168
24421,Sunday,Person in Crisis,No,115
24422,Sunday,Person in Crisis,No,44
24423,Sunday,Suicide-related,No,52
24424,Sunday,Person in Crisis,No,53
24425,Sunday,Suicide-related,No,88
24426,Sunday,Overdose,No,172
24427,Sunday,Overdose,No,139
24428,Sunday,Person in Crisis,No,170
24429,Sunday,Suicide-related,Yes,171
24430,Sunday,Person in Crisis,No,70
24431,Sunday,Suicide-related,No,70
24432,Sunday,Suicide-related,Yes,24
24433,Sunday,Person in Crisis,No,71
24434,Sunday,Person in Crisis,No,83
24435,Sunday,Suicide-related,No,38
24436,Sunday,Person in Crisis,No,55
24437,Sunday,Suicide-related,Yes,166
24438,Sunday,Person in Crisis,No,162
24439,Sunday,Suicide-related,No,54
24440,Sunday,Person in Crisis,Yes,25
24441,Sunday,Person in Crisis,No,48
24442,Sunday,Person in Crisis,No,169
24443,Sunday,Suicide-related,No,2
24444,Sunday,Suicide-related,No,123
24445,Sunday,Person in Crisis,Yes,2
24446,Sunday,Suicide-related,Yes,24
24447,Sunday,Person in Crisis,No,70
24448,Sunday,Suicide-related,No,110
24449,Sunday,Person in Crisis,No,170
24450,Monday,Suicide-related,No,43
24451,Monday,Person in Crisis,Yes,78
24452,Monday,Suicide-related,No,99
24453,Monday,Person in Crisis,No,164
24454,Monday,Person in Crisis,No,111
24455,Monday,Suicide-related,Yes,43
24456,Monday,Suicide-related,No,16
24457,Monday,Suicide-related,No,52
24458,Monday,Person in Crisis,No,100
24459,Monday,Person in Crisis,Yes,5
24460,Monday,Person in Crisis,No,20
24461,Monday,Person in Crisis,No,73
24462,Monday,Person in Crisis,No,8
24463,Monday,Person in Crisis,No,96
24464,Monday,Person in Crisis,No,136
24465,Monday,Person in Crisis,No,71
24466,Monday,Suicide-related,No,171
24467,Monday,Overdose,No,169
24468,Monday,Overdose,Yes,78
24469,Monday,Suicide-related,No,101
24470,Monday,Person in Crisis,No,85
24471,Monday,Suicide-related,No,111
24472,Monday,Suicide-related,No,145
24473,Monday,Person in Crisis,No,90
24474,Monday,Person in Crisis,No,78
24475,Monday,Person in Crisis,No,87
24476,Monday,Person in Crisis,No,91
24477,Monday,Person in Crisis,No,79
24478,Monday,Person in Crisis,No,91
24479,Monday,Suicide-related,No,61
24480,Monday,Suicide-related,No,39
24481,Monday,Person in Crisis,No,126
24482,Monday,Person in Crisis,No,73
24483,Monday,Person in Crisis,Yes,94
24484,Monday,Person in Crisis,No,92
24485,Monday,Person in Crisis,Yes,139
24486,Monday,Suicide-related,No,121
24487,Monday,Suicide-related,No,151
24488,Monday,Person in Crisis,Yes,110
24489,Monday,Person in Crisis,Yes,162
24490,Monday,Suicide-related,No,167
24491,Monday,Person in Crisis,No,172
24492,Monday,Overdose,Yes,37
24493,Monday,Overdose,No,6
24494,Monday,Suicide-related,Yes,54
24495,Monday,Suicide-related,Yes,121
24496,Monday,Person in Crisis,No,154
24497,Monday,Person in Crisis,Yes,91
24498,Monday,Overdose,Yes,171
24499,Monday,Suicide-related,No,147
24500,Monday,Person in Crisis,No,162
24501,Monday,Overdose,Yes,69
24502,Monday,Suicide-related,Yes,89
24503,Monday,Overdose,No,64
24504,Monday,Person in Crisis,No,55
24505,Monday,Suicide-related,No,27
24506,Monday,Person in Crisis,No,1
24507,Monday,Suicide-related,No,30
24508,Monday,Suicide-related,No,43
24509,Tuesday,Suicide-related,Yes,20
24510,Tuesday,Suicide-related,No,159
24511,Tuesday,Person in Crisis,No,43
24512,Tuesday,Suicide-related,No,124
24513,Tuesday,Person in Crisis,No,38
24514,Tuesday,Person in Crisis,No,170
24515,Tuesday,Person in Crisis,No,85
24516,Tuesday,Person in Crisis,No,136
24517,Tuesday,Person in Crisis,No,70
24518,Tuesday,Suicide-related,Yes,47
24519,Tuesday,Person in Crisis,No,174
24520,Tuesday,Person in Crisis,No,168
24521,Tuesday,Suicide-related,No,163
24522,Tuesday,Person in Crisis,No,42
24523,Tuesday,Person in Crisis,No,1
24524,Tuesday,Person in Crisis,No,169
24525,Tuesday,Person in Crisis,Yes,155
24526,Tuesday,Suicide-related,No,125
24527,Tuesday,Person in Crisis,No,113
24528,Tuesday,Person in Crisis,No,78
24529,Tuesday,Suicide-related,No,114
24530,Tuesday,Overdose,No,1
24531,Tuesday,Suicide-related,No,50
24532,Tuesday,Suicide-related,No,170
24533,Tuesday,Person in Crisis,Yes,16
24534,Tuesday,Suicide-related,Yes,68
24535,Tuesday,Overdose,No,169
24536,Tuesday,Person in Crisis,No,70
24537,Tuesday,Person in Crisis,Yes,23
24538,Tuesday,Person in Crisis,No,128
24539,Tuesday,Person in Crisis,No,135
24540,Tuesday,Suicide-related,No,57
24541,Tuesday,Suicide-related,No,160
24542,Tuesday,Person in Crisis,No,73
24543,Tuesday,Suicide-related,Yes,3
24544,Tuesday,Person in Crisis,Yes,56
24545,Tuesday,Person in Crisis,No,33
24546,Tuesday,Person in Crisis,No,162
24547,Tuesday,Suicide-related,No,92
24548,Tuesday,Person in Crisis,No,61
24549,Tuesday,Suicide-related,No,80
24550,Tuesday,Person in Crisis,No,69
24551,Tuesday,Suicide-related,No,171
24552,Tuesday,Person in Crisis,Yes,1
24553,Tuesday,Person in Crisis,No,115
24555,Tuesday,Suicide-related,No,64
24556,Tuesday,Overdose,No,122
24557,Tuesday,Suicide-related,Yes,85
24558,Tuesday,Person in Crisis,No,39
24559,Tuesday,Person in Crisis,No,62
24560,Tuesday,Suicide-related,No,80
24561,Wednesday,Suicide-related,No,40
24562,Wednesday,Suicide-related,No,73
24563,Wednesday,Person in Crisis,No,91
24564,Wednesday,Person in Crisis,No,73
24565,Wednesday,Person in Crisis,No,43
24566,Wednesday,Person in Crisis,No,110
24567,Wednesday,Person in Crisis,No,85
24568,Wednesday,Person in Crisis,No,78
24569,Wednesday,Person in Crisis,No,106
24570,Wednesday,Person in Crisis,No,73
24571,Wednesday,Person in Crisis,No,43
24572,Wednesday,Person in Crisis,Yes,168
24573,Wednesday,Suicide-related,Yes,118
24574,Wednesday,Person in Crisis,No,106
24575,Wednesday,Suicide-related,Yes,62
24576,Wednesday,Person in Crisis,No,35
24577,Wednesday,Suicide-related,No,150
24578,Wednesday,Person in Crisis,Yes,170
24579,Wednesday,Person in Crisis,No,90
24580,Wednesday,Suicide-related,Yes,164
24581,Wednesday,Person in Crisis,No,65
24582,Wednesday,Suicide-related,No,154
24583,Wednesday,Person in Crisis,No,162
24584,Wednesday,Suicide-related,No,68
24585,Wednesday,Person in Crisis,No,122
24586,Wednesday,Suicide-related,Yes,113
24587,Wednesday,Suicide-related,No,155
24588,Wednesday,Suicide-related,No,18
24589,Wednesday,Person in Crisis,No,98
24590,Wednesday,Person in Crisis,No,164
24591,Wednesday,Suicide-related,No,167
24592,Wednesday,Suicide-related,No,107
24593,Wednesday,Suicide-related,No,100
24594,Wednesday,Person in Crisis,Yes,73
24595,Wednesday,Suicide-related,No,57
24596,Wednesday,Person in Crisis,Yes,73
24597,Wednesday,Person in Crisis,No,73
24598,Wednesday,Person in Crisis,No,121
24599,Wednesday,Overdose,No,140
24600,Wednesday,Suicide-related,No,142
24601,Wednesday,Person in Crisis,Yes,128
24602,Wednesday,Suicide-related,No,21
24603,Wednesday,Person in Crisis,No,47
24604,Wednesday,Person in Crisis,Yes,52
24605,Wednesday,Person in Crisis,No,139
24606,Wednesday,Person in Crisis,No,73
24607,Wednesday,Person in Crisis,Yes,160
24608,Wednesday,Person in Crisis,Yes,136
24609,Wednesday,Person in Crisis,No,97
24610,Thursday,Person in Crisis,Yes,167
24611,Thursday,Person in Crisis,No,111
24612,Thursday,Suicide-related,No,1
24613,Thursday,Person in Crisis,Yes,167
24614,Thursday,Person in Crisis,No,169
24615,Thursday,Person in Crisis,No,138
24616,Thursday,Suicide-related,No,83
24617,Thursday,Suicide-related,No,168
24618,Thursday,Person in Crisis,No,159
24619,Thursday,Suicide-related,No,70
24620,Thursday,Person in Crisis,Yes,150
24621,Thursday,Person in Crisis,Yes,37
24622,Thursday,Person in Crisis,No,4
24623,Thursday,Suicide-related,No,70
24624,Thursday,Person in Crisis,No,30
24625,Thursday,Person in Crisis,Yes,168
24626,Thursday,Person in Crisis,No,125
24627,Thursday,Person in Crisis,No,153
24628,Thursday,Person in Crisis,No,47
24629,Thursday,Person in Crisis,Yes,164
24630,Thursday,Person in Crisis,No,73
24631,Thursday,Suicide-related,No,32
24632,Thursday,Person in Crisis,No,22
24633,Thursday,Suicide-related,No,103
24634,Thursday,Suicide-related,No,160
24635,Thursday,Suicide-related,Yes,158
24636,Thursday,Person in Crisis,Yes,170
24637,Thursday,Person in Crisis,No,139
24638,Thursday,Person in Crisis,No,43
24639,Thursday,Person in Crisis,No,2
24640,Thursday,Person in Crisis,No,73
24641,Thursday,Person in Crisis,No,27
24642,Thursday,Suicide-related,Yes,23
24643,Thursday,Person in Crisis,No,71
24644,Thursday,Person in Crisis,No,74
24645,Thursday,Person in Crisis,Yes,162
24646,Thursday,Person in Crisis,Yes,107
24647,Thursday,Overdose,No,87
24648,Thursday,Suicide-related,No,21
24649,Thursday,Person in Crisis,No,78
24650,Thursday,Person in Crisis,No,97
24651,Thursday,Person in Crisis,No,62
24653,Thursday,Person in Crisis,No,110
24654,Thursday,Person in Crisis,No,33
24655,Thursday,Overdose,No,100
24656,Thursday,Person in Crisis,Yes,139
24657,Thursday,Person in Crisis,No,170
24658,Thursday,Person in Crisis,No,70
24659,Thursday,Person in Crisis,No,171
24660,Friday,Person in Crisis,No,173
24661,Friday,Suicide-related,No,85
24662,Friday,Suicide-related,No,135
24663,Friday,Person in Crisis,Yes,101
24664,Friday,Overdose,No,96
24665,Friday,Person in Crisis,No,79
24666,Friday,Suicide-related,No,69
24667,Friday,Suicide-related,No,163
24668,Friday,Person in Crisis,Yes,52
24669,Friday,Person in Crisis,Yes,100
24670,Friday,Suicide-related,No,78
24671,Friday,Person in Crisis,Yes,101
24672,Friday,Overdose,No,73
24673,Friday,Suicide-related,No,73
24674,Friday,Person in Crisis,No,73
24675,Friday,Person in Crisis,No,166
24676,Friday,Person in Crisis,No,78
24677,Friday,Person in Crisis,No,155
24678,Friday,Suicide-related,No,38
24679,Friday,Suicide-related,Yes,38
24680,Friday,Overdose,No,71
24681,Friday,Person in Crisis,No,88
24682,Friday,Person in Crisis,No,94
24683,Friday,Person in Crisis,No,1
24684,Friday,Suicide-related,No,119
24685,Friday,Person in Crisis,No,35
24686,Friday,Person in Crisis,No,156
24687,Friday,Person in Crisis,No,164
24688,Friday,Person in Crisis,No,166
24689,Friday,Person in Crisis,No,27
24690,Friday,Suicide-related,No,62
24691,Friday,Person in Crisis,Yes,124
24692,Friday,Person in Crisis,No,168
24693,Friday,Person in Crisis,Yes,25
24694,Friday,Suicide-related,No,59
24695,Friday,Suicide-related,No,92
24696,Friday,Overdose,No,122
24697,Friday,Person in Crisis,No,170
24698,Friday,Suicide-related,No,136
24699,Friday,Person in Crisis,No,38
24700,Friday,Suicide-related,No,90
24701,Friday,Person in Crisis,No,87
24702,Friday,Suicide-related,Yes,16
24703,Friday,Person in Crisis,No,73
24704,Friday,Suicide-related,Yes,159
24705,Friday,Person in Crisis,No,99
24706,Friday,Suicide-related,No,43
24707,Friday,Overdose,No,159
24708,Friday,Person in Crisis,No,52
24709,Saturday,Suicide-related,Yes,19
24710,Saturday,Suicide-related,No,52
24711,Saturday,Person in Crisis,No,57
24712,Saturday,Overdose,No,84
24713,Saturday,Suicide-related,No,123
24714,Saturday,Person in Crisis,No,170
24715,Saturday,Suicide-related,Yes,95
24716,Saturday,Person in Crisis,No,65
24717,Saturday,Person in Crisis,Yes,25
24718,Saturday,Person in Crisis,No,168
24719,Saturday,Person in Crisis,No,36
24720,Saturday,Person in Crisis,No,121
24721,Saturday,Person in Crisis,No,162
24722,Saturday,Suicide-related,Yes,74
24723,Saturday,Person in Crisis,No,124
24724,Saturday,Suicide-related,No,111
24725,Saturday,Overdose,No,99
24726,Saturday,Person in Crisis,No,25
24727,Saturday,Person in Crisis,No,113
24728,Saturday,Person in Crisis,No,83
24729,Saturday,Suicide-related,No,174
24730,Saturday,Person in Crisis,No,110
24731,Saturday,Person in Crisis,No,62
24732,Saturday,Person in Crisis,No,163
24733,Saturday,Person in Crisis,Yes,162
24734,Saturday,Person in Crisis,No,31
24735,Saturday,Person in Crisis,Yes,162
24736,Saturday,Suicide-related,No,1
24737,Saturday,Suicide-related,No,135
24738,Saturday,Person in Crisis,No,81
24739,Saturday,Person in Crisis,No,83
24740,Saturday,Person in Crisis,Yes,39
24741,Saturday,Overdose,Yes,103
24742,Saturday,Overdose,Yes,124
24743,Saturday,Suicide-related,No,61
24744,Sunday,Person in Crisis,No,63
24745,Sunday,Person in Crisis,No,59
24746,Sunday,Person in Crisis,Yes,1
24747,Sunday,Overdose,No,139
24748,Sunday,Overdose,No,73
24749,Sunday,Person in Crisis,No,141
24750,Sunday,Overdose,No,73
24751,Sunday,Suicide-related,No,31
24752,Sunday,Suicide-related,No,167
24753,Sunday,Overdose,No,53
24754,Sunday,Suicide-related,No,110
24755,Sunday,Person in Crisis,No,83
24756,Sunday,Suicide-related,No,165
24757,Sunday,Person in Crisis,Yes,11
24758,Sunday,Person in Crisis,No,165
24759,Sunday,Suicide-related,No,69
24760,Sunday,Overdose,Yes,138
24761,Sunday,Person in Crisis,No,73
24762,Sunday,Suicide-related,Yes,83
24763,Sunday,Person in Crisis,No,49
24764,Sunday,Person in Crisis,No,130
24765,Sunday,Person in Crisis,Yes,52
24766,Sunday,Person in Crisis,No,156
24767,Sunday,Suicide-related,No,38
24768,Sunday,Person in Crisis,No,123
24769,Sunday,Person in Crisis,No,81
24770,Sunday,Person in Crisis,No,151
24771,Sunday,Overdose,No,3
24772,Sunday,Person in Crisis,No,113
24773,Sunday,Person in Crisis,No,22
24774,Sunday,Suicide-related,Yes,3
24775,Sunday,Person in Crisis,No,133
24776,Sunday,Suicide-related,Yes,56
24777,Sunday,Overdose,Yes,9
24778,Sunday,Suicide-related,No,36
24779,Sunday,Person in Crisis,No,150
24780,Sunday,Overdose,Yes,68
24781,Sunday,Suicide-related,No,42
24782,Monday,Overdose,Yes,145
24783,Monday,Person in Crisis,No,13
24784,Monday,Person in Crisis,No,92
24785,Monday,Suicide-related,No,163
24786,Monday,Person in Crisis,Yes,151
24787,Monday,Person in Crisis,No,151
24788,Monday,Suicide-related,No,158
24789,Monday,Person in Crisis,No,13
24790,Monday,Suicide-related,No,90
24791,Monday,Person in Crisis,No,84
24792,Monday,Person in Crisis,No,155
24793,Monday,Person in Crisis,No,73
24794,Monday,Person in Crisis,Yes,71
24795,Monday,Overdose,No,7
24796,Monday,Person in Crisis,No,164
24797,Monday,Person in Crisis,No,128
24798,Monday,Person in Crisis,No,71
24799,Monday,Person in Crisis,No,78
24800,Monday,Suicide-related,No,126
24801,Monday,Person in Crisis,No,73
24802,Monday,Suicide-related,Yes,170
24803,Monday,Person in Crisis,No,100
24804,Monday,Person in Crisis,No,166
24805,Monday,Suicide-related,Yes,32
24806,Monday,Overdose,No,164
24807,Monday,Person in Crisis,No,84
24808,Monday,Person in Crisis,No,152
24809,Monday,Person in Crisis,No,111
24810,Monday,Suicide-related,Yes,167
24811,Monday,Person in Crisis,Yes,160
24812,Monday,Suicide-related,No,79
24813,Monday,Suicide-related,Yes,162
24814,Monday,Person in Crisis,No,164
24815,Monday,Person in Crisis,No,159
24816,Monday,Person in Crisis,Yes,150
24817,Monday,Suicide-related,No,163
24818,Monday,Person in Crisis,No,27
24819,Monday,Suicide-related,No,4
24820,Monday,Person in Crisis,No,108
24821,Monday,Person in Crisis,No,2
24822,Monday,Person in Crisis,Yes,27
24823,Monday,Person in Crisis,No,162
24824,Monday,Person in Crisis,No,81
24825,Monday,Person in Crisis,No,73
24826,Monday,Person in Crisis,No,62
24827,Monday,Person in Crisis,No,31
24828,Monday,Suicide-related,No,160
24829,Monday,Person in Crisis,No,39
24830,Tuesday,Person in Crisis,No,165
24831,Tuesday,Person in Crisis,No,71
24832,Tuesday,Suicide-related,No,139
24833,Tuesday,Suicide-related,Yes,168
24834,Tuesday,Suicide-related,Yes,43
24835,Tuesday,Suicide-related,No,73
24836,Tuesday,Suicide-related,Yes,107
24837,Tuesday,Suicide-related,No,170
24838,Tuesday,Person in Crisis,No,37
24839,Tuesday,Person in Crisis,No,73
24840,Tuesday,Person in Crisis,Yes,78
24841,Tuesday,Overdose,No,78
24842,Tuesday,Person in Crisis,No,171
24843,Tuesday,Person in Crisis,No,71
24844,Tuesday,Person in Crisis,Yes,170
24845,Tuesday,Person in Crisis,Yes,42
24846,Tuesday,Person in Crisis,No,100
24847,Tuesday,Person in Crisis,No,25
24848,Tuesday,Person in Crisis,No,85
24849,Tuesday,Suicide-related,No,70
24850,Tuesday,Suicide-related,No,50
24851,Tuesday,Person in Crisis,No,85
24852,Tuesday,Suicide-related,No,121
24853,Tuesday,Person in Crisis,Yes,128
24854,Tuesday,Suicide-related,No,36
24855,Tuesday,Person in Crisis,No,73
24856,Tuesday,Person in Crisis,No,108
24857,Tuesday,Person in Crisis,No,9
24858,Tuesday,Person in Crisis,No,23
24859,Tuesday,Person in Crisis,No,73
24860,Tuesday,Person in Crisis,No,95
24861,Tuesday,Person in Crisis,No,71
24862,Tuesday,Person in Crisis,No,36
24863,Tuesday,Suicide-related,No,173
24864,Tuesday,Person in Crisis,No,101
24865,Tuesday,Person in Crisis,Yes,85
24866,Tuesday,Suicide-related,Yes,29
24867,Tuesday,Suicide-related,Yes,98
24868,Tuesday,Suicide-related,No,65
24869,Wednesday,Person in Crisis,No,70
24870,Wednesday,Person in Crisis,No,62
24871,Wednesday,Suicide-related,No,69
24872,Wednesday,Person in Crisis,No,136
24873,Wednesday,Person in Crisis,No,73
24874,Wednesday,Person in Crisis,No,163
24875,Wednesday,Overdose,Yes,121
24876,Wednesday,Person in Crisis,No,59
24877,Wednesday,Person in Crisis,No,78
24878,Wednesday,Person in Crisis,No,83
24879,Wednesday,Person in Crisis,No,91
24880,Wednesday,Person in Crisis,No,1
24881,Wednesday,Person in Crisis,Yes,125
24882,Wednesday,Suicide-related,Yes,95
24883,Wednesday,Suicide-related,Yes,27
24884,Wednesday,Person in Crisis,No,74
24885,Wednesday,Person in Crisis,No,168
24886,Wednesday,Suicide-related,No,62
24887,Wednesday,Suicide-related,No,142
24888,Wednesday,Person in Crisis,No,170
24889,Wednesday,Person in Crisis,No,32
24890,Wednesday,Person in Crisis,Yes,1
24891,Wednesday,Suicide-related,Yes,47
24892,Wednesday,Person in Crisis,No,161
24893,Wednesday,Person in Crisis,No,92
24894,Wednesday,Overdose,No,13
24895,Wednesday,Person in Crisis,No,128
24896,Wednesday,Person in Crisis,No,154
24897,Wednesday,Person in Crisis,Yes,72
24898,Wednesday,Suicide-related,No,73
24899,Wednesday,Suicide-related,No,19
24900,Wednesday,Person in Crisis,Yes,154
24901,Wednesday,Suicide-related,No,164
24902,Wednesday,Person in Crisis,No,170
24903,Wednesday,Suicide-related,No,46
24904,Wednesday,Suicide-related,No,78
24905,Wednesday,Person in Crisis,No,80
24906,Wednesday,Person in Crisis,No,138
24907,Wednesday,Person in Crisis,No,78
24908,Wednesday,Person in Crisis,No,171
24909,Wednesday,Person in Crisis,No,41
24910,Wednesday,Suicide-related,No,84
24911,Wednesday,Suicide-related,No,170
24912,Wednesday,Suicide-related,No,80
24913,Wednesday,Person in Crisis,Yes,110
24914,Wednesday,Person in Crisis,No,138
24915,Wednesday,Overdose,Yes,166
24916,Wednesday,Overdose,Yes,16
24917,Wednesday,Overdose,Yes,96
24918,Wednesday,Suicide-related,Yes,128
