objectid,event_type,hood_158_loc
88247,Person in Crisis,107
88248,Person in Crisis,85
88249,Suicide-related,18
88250,Suicide-related,81
88251,Suicide-related,5
88252,Suicide-related,84
88253,Person in Crisis,10
88254,Person in Crisis,112
88255,Suicide-related,165
88256,Person in Crisis,71
88257,Person in Crisis,133
88258,Suicide-related,12
88259,Person in Crisis,150
88260,Person in Crisis,122
88261,Person in Crisis,170
88262,Person in Crisis,107
88263,Suicide-related,73
88264,Person in Crisis,79
88265,Suicide-related,108
88266,Person in Crisis,79
88267,Person in Crisis,125
88268,Suicide-related,106
88269,Person in Crisis,164
88270,Suicide-related,27
88271,Person in Crisis,170
88272,Person in Crisis,38
88273,Person in Crisis,78
88274,Overdose,16
88275,Suicide-related,87
88276,Person in Crisis,172
88277,Person in Crisis,112
88278,Person in Crisis,10
88279,Person in Crisis,16
88280,Overdose,168
88281,Suicide-related,71
88282,Person in Crisis,150
88283,Person in Crisis,64
88284,Person in Crisis,122
88285,Person in Crisis,8
88286,Suicide-related,78
88287,Suicide-related,41
88288,Person in Crisis,85
88289,Person in Crisis,142
88290,Person in Crisis,113
88291,Suicide-related,78
88292,Person in Crisis,43
88293,Person in Crisis,124
88294,Person in Crisis,22
88295,Suicide-related,78
88296,Suicide-related,64
88297,Person in Crisis,64
88298,Person in Crisis,168
88299,Suicide-related,100
88300,Person in Crisis,85
88301,Person in Crisis,154
88302,Person in Crisis,54
88303,Overdose,9
88304,Overdose,73
88305,Suicide-related,124
88306,Person in Crisis,41
88307,Person in Crisis,124
88308,Person in Crisis,52
88309,Person in Crisis,85
88310,Person in Crisis,85
88311,Person in Crisis,74
88312,Person in Crisis,168
88313,Person in Crisis,7
88314,Person in Crisis,1
88315,Person in Crisis,79
88316,Person in Crisis,85
88317,Person in Crisis,73
88318,Person in Crisis,113
88319,Person in Crisis,170
88320,Person in Crisis,52
88321,Person in Crisis,83
88322,Suicide-related,171
88323,Suicide-related,25
88324,Person in Crisis,170
88325,Suicide-related,88
88326,Suicide-related,58
88327,Overdose,169
88328,Person in Crisis,31
88329,Suicide-related,79
88330,Suicide-related,125
88331,Suicide-related,122
88332,Person in Crisis,2
88333,Person in Crisis,147
88334,Person in Crisis,87
88335,Person in Crisis,113
88336,Person in Crisis,155
88337,Person in Crisis,119
88338,Person in Crisis,105
88339,Suicide-related,113
88340,Overdose,85
88341,Suicide-related,66
88342,Suicide-related,36
88343,Overdose,32
88344,Suicide-related,158
88345,Person in Crisis,95
88346,Person in Crisis,168
88347,Person in Crisis,79
88348,Person in Crisis,25
88349,Suicide-related,70
88350,Person in Crisis,148
88351,Person in Crisis,125
88352,Suicide-related,135
88353,Person in Crisis,83
88354,Suicide-related,22
88355,Overdose,168
88356,Person in Crisis,28
88357,Person in Crisis,99
88358,Suicide-related,53
88359,Suicide-related,103
88360,Person in Crisis,107
88361,Suicide-related,158
88362,Person in Crisis,6
88363,Person in Crisis,85
88364,Person in Crisis,169
88365,Suicide-related,111
88366,Person in Crisis,31
88367,Overdose,56
88368,Person in Crisis,96
88369,Overdose,108
88370,Suicide-related,87
88371,Overdose,18
88372,Overdose,27
88373,Person in Crisis,94
88374,Person in Crisis,108
88375,Person in Crisis,115
88376,Person in Crisis,124
88377,Overdose,166
88378,Person in Crisis,166
88379,Suicide-related,103
88380,Person in Crisis,107
88381,Suicide-related,27
88382,Suicide-related,9
88383,Overdose,71
88384,Overdose,16
88385,Suicide-related,71
88386,Suicide-related,70
88387,Overdose,166
88388,Suicide-related,134
88389,Overdose,73
88390,Suicide-related,155
88391,Overdose,166
88392,Person in Crisis,35
88393,Person in Crisis,87
88394,Overdose,63
88395,Person in Crisis,27
88396,Overdose,169
88397,Person in Crisis,80
88398,Person in Crisis,88
88399,Suicide-related,87
88400,Suicide-related,73
88401,Suicide-related,71
88402,Overdose,156
88403,Suicide-related,32
88404,Suicide-related,85
88405,Person in Crisis,152
88406,Suicide-related,57
88407,Suicide-related,165
88408,Overdose,20
88409,Person in Crisis,78
88410,Overdose,119
88411,Person in Crisis,68
88412,Suicide-related,81
88413,Person in Crisis,115
88414,Suicide-related,162
88415,Suicide-related,78
88416,Suicide-related,73
88417,Person in Crisis,170
88418,Person in Crisis,152
88419,Person in Crisis,165
88420,Person in Crisis,84
88421,Person in Crisis,106
88422,Suicide-related,73
88423,Person in Crisis,138
88424,Suicide-related,8
88425,Person in Crisis,78
88426,Person in Crisis,164
88427,Person in Crisis,126
88428,Overdose,167
88429,Suicide-related,170
88430,Overdose,165
88431,Person in Crisis,52
88432,Overdose,167
88433,Person in Crisis,57
88434,Person in Crisis,1
88435,Person in Crisis,85
88436,Suicide-related,171
88437,Overdose,169
88438,Overdose,168
88439,Overdose,85
88440,Suicide-related,103
88441,Person in Crisis,167
88442,Person in Crisis,169
88443,Overdose,160
88444,Suicide-related,162
88445,Suicide-related,164
88446,Overdose,73
88447,Person in Crisis,167
88448,Suicide-related,25
88449,Suicide-related,2
88450,Suicide-related,50
88451,Suicide-related,39
88452,Suicide-related,87
88453,Suicide-related,35
88454,Person in Crisis,97
88455,Suicide-related,87
88456,Person in Crisis,62
88457,Person in Crisis,85
88458,Suicide-related,98
88459,Overdose,167
88460,Overdose,113
88461,Suicide-related,25
88462,Person in Crisis,6
88463,Person in Crisis,3
88464,Suicide-related,121
88465,Suicide-related,65
88466,Suicide-related,18
88467,Person in Crisis,158
88468,Suicide-related,78
88469,Person in Crisis,136
88470,Suicide-related,8
88471,Person in Crisis,94
88472,Person in Crisis,154
88473,Person in Crisis,78
88474,Person in Crisis,162
88475,Suicide-related,166
88476,Overdose,68
88477,Suicide-related,78
88478,Suicide-related,36
88479,Person in Crisis,170
88480,Suicide-related,150
88481,Suicide-related,59
88482,Suicide-related,9
88483,Person in Crisis,111
88484,Person in Crisis,79
88485,Overdose,171
88486,Person in Crisis,154
88487,Person in Crisis,170
88488,Suicide-related,150
88489,Person in Crisis,56
88490,Person in Crisis,126
88491,Person in Crisis,32
88492,Person in Crisis,114
88493,Person in Crisis,22
88494,Person in Crisis,134
88495,Overdose,162
88496,Person in Crisis,43
88497,Person in Crisis,170
88498,Suicide-related,158
88499,Person in Crisis,22
88500,Person in Crisis,68
88501,Suicide-related,38
88502,Suicide-related,87
88503,Person in Crisis,140
88504,Person in Crisis,49
88505,Suicide-related,170
88506,Person in Crisis,19
88507,Suicide-related,34
88508,Person in Crisis,52
88509,Suicide-related,38
88510,Person in Crisis,80
88511,Overdose,162
88512,Suicide-related,65
88513,Person in Crisis,163
88514,Person in Crisis,74
88515,Person in Crisis,161
88516,Suicide-related,95
88517,Person in Crisis,1
88518,Suicide-related,150
88519,Suicide-related,98
88520,Person in Crisis,81
88521,Suicide-related,2
88522,Person in Crisis,19
88523,Person in Crisis,134
88524,Suicide-related,107
88525,Suicide-related,149
88526,Person in Crisis,162
88527,Overdose,166
88528,Person in Crisis,37
88529,Person in Crisis,7
88530,Suicide-related,113
88531,Person in Crisis,80
88532,Overdose,95
88533,Person in Crisis,68
88534,Person in Crisis,42
88535,Suicide-related,160
88536,Person in Crisis,90
88537,Person in Crisis,2
88538,Suicide-related,74
88539,Person in Crisis,164
88540,Suicide-related,27
88541,Suicide-related,165
88542,Overdose,25
88543,Suicide-related,73
88544,Person in Crisis,171
88545,Person in Crisis,92
88546,Person in Crisis,145
88547,Suicide-related,148
88548,Person in Crisis,125
88549,Suicide-related,96
88550,Person in Crisis,2
88551,Suicide-related,68
88552,Suicide-related,90
88553,Person in Crisis,119
88554,Person in Crisis,163
88555,Suicide-related,136
88556,Person in Crisis,72
88557,Overdose,168
88558,Person in Crisis,90
88559,Person in Crisis,162
88560,Person in Crisis,122
88561,Person in Crisis,81
88562,Person in Crisis,37
88563,Person in Crisis,167
88564,Person in Crisis,166
88565,Person in Crisis,170
88566,Suicide-related,139
88567,Person in Crisis,162
88568,Person in Crisis,42
88569,Person in Crisis,32
88570,Person in Crisis,30
88571,Suicide-related,73
88572,Person in Crisis,25
88573,Suicide-related,2
88574,Person in Crisis,72
88575,Person in Crisis,166
88576,Person in Crisis,73
88577,Overdose,144
88578,Suicide-related,79
88579,Person in Crisis,47
88580,Suicide-related,144
88581,Person in Crisis,167
88582,Person in Crisis,167
88583,Person in Crisis,63
88584,Person in Crisis,154
88585,Person in Crisis,136
88586,Suicide-related,84
88587,Overdose,72
88588,Overdose,170
88589,Suicide-related,154
88590,Person in Crisis,168
88591,Person in Crisis,86
88592,Person in Crisis,54
88593,Person in Crisis,35
88594,Suicide-related,140
88595,Person in Crisis,120
88596,Person in Crisis,64
88597,Suicide-related,71
88598,Suicide-related,39
88599,Person in Crisis,136
88600,Person in Crisis,158
88601,Suicide-related,73
88602,Person in Crisis,107
88603,Person in Crisis,16
88604,Person in Crisis,36
88605,Person in Crisis,13
88606,Person in Crisis,84
88607,Suicide-related,63
88608,Person in Crisis,73
88609,Person in Crisis,30
88610,Person in Crisis,167
88611,Suicide-related,88
88612,Suicide-related,64
88613,Person in Crisis,135
88614,Suicide-related,27
88615,Person in Crisis,168
88616,Person in Crisis,133
88617,Suicide-related,85
88618,Person in Crisis,168
88619,Overdose,163
88620,Suicide-related,83
88621,Person in Crisis,1
88622,Person in Crisis,81
88623,Overdose,107
88624,Person in Crisis,39
88625,Person in Crisis,108
88626,Person in Crisis,32
88627,Person in Crisis,2
88628,Person in Crisis,2
88629,Person in Crisis,97
88630,Person in Crisis,37
88631,Person in Crisis,160
88632,Person in Crisis,62
88633,Person in Crisis,169
88634,Suicide-related,140
88635,Person in Crisis,169
88636,Person in Crisis,58
88637,Person in Crisis,87
88638,Person in Crisis,78
88639,Person in Crisis,170
88640,Person in Crisis,90
88641,Person in Crisis,162
88642,Person in Crisis,3
88643,Suicide-related,65
88644,Person in Crisis,162
88645,Overdose,73
88646,Suicide-related,164
88647,Person in Crisis,73
88648,Person in Crisis,140
88649,Person in Crisis,1
88650,Person in Crisis,47
88651,Person in Crisis,25
88652,Overdose,172
88653,Person in Crisis,140
88654,Suicide-related,152
88655,Person in Crisis,83
88656,Person in Crisis,94
88657,Suicide-related,1
88658,Overdose,164
88659,Suicide-related,73
88660,Person in Crisis,150
88661,Person in Crisis,85
88662,Person in Crisis,33
88663,Overdose,74
88664,Person in Crisis,135
88665,Person in Crisis,108
88666,Person in Crisis,164
88667,Person in Crisis,73
88668,Person in Crisis,53
88669,Overdose,73
88670,Suicide-related,32
88671,Person in Crisis,68
88672,Person in Crisis,47
88673,Person in Crisis,73
88674,Person in Crisis,87
88675,Person in Crisis,142
88676,Person in Crisis,167
88677,Person in Crisis,65
88678,Overdose,162
88679,Person in Crisis,49
88680,Person in Crisis,31
88681,Person in Crisis,39
88682,Person in Crisis,74
88683,Person in Crisis,166
88684,Person in Crisis,162
88685,Person in Crisis,160
88686,Suicide-related,52
88687,Suicide-related,166
88688,Person in Crisis,25
88689,Person in Crisis,1
88690,Person in Crisis,61
88691,Person in Crisis,167
88692,Suicide-related,168
88693,Suicide-related,99
88694,Person in Crisis,83
88695,Person in Crisis,124
88696,Overdose,37
88697,Person in Crisis,92
88698,Suicide-related,69
88699,Person in Crisis,74
88700,Suicide-related,61
88701,Person in Crisis,150
88702,Person in Crisis,168
88703,Person in Crisis,145
88704,Person in Crisis,30
88705,Person in Crisis,22
88706,Person in Crisis,8
88707,Suicide-related,42
88708,Person in Crisis,54
88709,Person in Crisis,68
88710,Suicide-related,169
88711,Suicide-related,36
88712,Person in Crisis,128
88713,Suicide-related,160
88714,Person in Crisis,80
88715,Person in Crisis,64
88716,Overdose,170
88717,Person in Crisis,86
88718,Suicide-related,13
88719,Person in Crisis,157
88720,Person in Crisis,163
88721,Person in Crisis,171
88722,Overdose,170
88723,Person in Crisis,115
88724,Person in Crisis,20
88725,Person in Crisis,68
88726,Overdose,107
88727,Person in Crisis,144
88728,Person in Crisis,85
88729,Suicide-related,163
88730,Person in Crisis,81
88731,Suicide-related,92
88732,Person in Crisis,73
88733,Suicide-related,95
88734,Person in Crisis,65
88735,Person in Crisis,25
88736,Person in Crisis,147
88737,Suicide-related,25
88738,Person in Crisis,25
88739,Person in Crisis,16
88740,Person in Crisis,25
88741,Person in Crisis,69
88742,Suicide-related,153
88743,Suicide-related,39
88744,Person in Crisis,21
88745,Person in Crisis,54
88746,Person in Crisis,85
88747,Person in Crisis,168
88748,Person in Crisis,148
88749,Person in Crisis,98
88750,Person in Crisis,19
88751,Overdose,54
88752,Overdose,168
88753,Person in Crisis,1
88754,Person in Crisis,170
88755,Person in Crisis,168
88756,Person in Crisis,119
88757,Person in Crisis,30
88758,Suicide-related,42
88759,Person in Crisis,99
88760,Overdose,73
88761,Person in Crisis,167
88762,Overdose,92
88763,Person in Crisis,166
88764,Overdose,170
88765,Suicide-related,64
88766,Suicide-related,32
88767,Person in Crisis,74
88768,Suicide-related,18
88769,Overdose,98
88770,Overdose,168
88771,Person in Crisis,80
88772,Person in Crisis,170
88773,Person in Crisis,168
88774,Suicide-related,74
88775,Person in Crisis,62
88776,Person in Crisis,79
88777,Overdose,78
88778,Person in Crisis,73
88779,Person in Crisis,81
88780,Person in Crisis,167
88781,Suicide-related,57
88782,Overdose,141
88783,Person in Crisis,112
88784,Suicide-related,136
88785,Suicide-related,78
88786,Overdose,57
88787,Person in Crisis,22
88788,Person in Crisis,2
88789,Person in Crisis,146
88790,Person in Crisis,58
88791,Suicide-related,71
88792,Person in Crisis,16
88793,Suicide-related,136
88794,Person in Crisis,171
88795,Person in Crisis,57
88796,Person in Crisis,68
88797,Overdose,98
88798,Overdose,172
88799,Person in Crisis,154
88800,Suicide-related,119
88801,Overdose,54
88802,Person in Crisis,72
88803,Person in Crisis,168
88804,Person in Crisis,128
88805,Overdose,68
88806,Suicide-related,80
88807,Suicide-related,6
88808,Person in Crisis,25
88809,Person in Crisis,122
88810,Suicide-related,95
88811,Person in Crisis,3
88812,Overdose,73
88813,Person in Crisis,73
88814,Person in Crisis,159
88815,Suicide-related,72
88816,Person in Crisis,16
88817,Person in Crisis,167
88818,Person in Crisis,7
88819,Person in Crisis,81
88820,Overdose,95
88821,Person in Crisis,122
88822,Person in Crisis,95
88823,Suicide-related,136
88824,Person in Crisis,168
88825,Overdose,73
88826,Person in Crisis,160
88827,Suicide-related,170
88828,Person in Crisis,140
88829,Person in Crisis,136
88830,Person in Crisis,73
88831,Person in Crisis,2
88832,Suicide-related,86
88833,Overdose,156
88834,Person in Crisis,70
88835,Person in Crisis,12
88836,Overdose,32
88837,Suicide-related,74
88838,Person in Crisis,125
88839,Person in Crisis,1
88840,Person in Crisis,16
88841,Suicide-related,61
88842,Person in Crisis,74
88843,Person in Crisis,54
88844,Person in Crisis,166
88845,Person in Crisis,118
88846,Suicide-related,124
88847,Suicide-related,68
88848,Person in Crisis,25
88849,Suicide-related,40
88850,Suicide-related,27
88851,Person in Crisis,73
88852,Person in Crisis,85
88853,Suicide-related,69
88854,Suicide-related,164
88855,Suicide-related,141
88856,Person in Crisis,47
88857,Suicide-related,84
88858,Overdose,166
88859,Person in Crisis,107
88860,Person in Crisis,100
88861,Person in Crisis,119
88862,Person in Crisis,73
88863,Overdose,83
88864,Suicide-related,134
88865,Person in Crisis,169
88866,Person in Crisis,140
88867,Suicide-related,170
88868,Person in Crisis,95
88869,Person in Crisis,22
88870,Suicide-related,53
88871,Suicide-related,73
88872,Person in Crisis,129
88873,Suicide-related,35
88874,Overdose,85
88875,Person in Crisis,62
88876,Suicide-related,95
88877,Suicide-related,159
88878,Overdose,83
88879,Person in Crisis,168
88880,Person in Crisis,36
88881,Overdose,170
88882,Person in Crisis,74
88883,Person in Crisis,27
88884,Person in Crisis,95
88885,Person in Crisis,57
88886,Person in Crisis,36
88887,Person in Crisis,168
88888,Person in Crisis,85
88889,Person in Crisis,87
88890,Person in Crisis,78
88891,Suicide-related,113
88892,Suicide-related,27
88893,Person in Crisis,62
88894,Overdose,120
88895,Overdose,162
88896,Person in Crisis,71
88897,Person in Crisis,47
88898,Person in Crisis,145
88899,Suicide-related,159
88900,Person in Crisis,37
88901,Person in Crisis,123
88902,Person in Crisis,90
88903,Person in Crisis,170
88904,Suicide-related,44
88905,Person in Crisis,68
88906,Person in Crisis,1
88907,Suicide-related,31
88908,Overdose,19
88909,Overdose,139
88910,Person in Crisis,63
88911,Person in Crisis,1
88912,Person in Crisis,85
88913,Person in Crisis,174
88914,Person in Crisis,164
88915,Person in Crisis,73
88916,Person in Crisis,170
88917,Suicide-related,73
88918,Person in Crisis,68
88919,Person in Crisis,70
88920,Person in Crisis,85
88921,Suicide-related,111
88922,Person in Crisis,170
88923,Person in Crisis,74
88924,Person in Crisis,65
88925,Person in Crisis,95
88926,Person in Crisis,168
88927,Suicide-related,98
88928,Person in Crisis,73
88929,Person in Crisis,32
88930,Person in Crisis,164
88931,Person in Crisis,73
88932,Person in Crisis,105
88933,Person in Crisis,73
88934,Suicide-related,166
88935,Person in Crisis,164
88936,Person in Crisis,105
88937,Person in Crisis,85
88938,Person in Crisis,168
88939,Person in Crisis,52
88940,Suicide-related,168
88941,Person in Crisis,73
88942,Person in Crisis,170
88943,Person in Crisis,57
88944,Person in Crisis,171
88945,Person in Crisis,85
88946,Person in Crisis,166
88947,Person in Crisis,34
88948,Person in Crisis,65
88949,Person in Crisis,44
88950,Overdose,70
88951,Suicide-related,85
88952,Suicide-related,96
88953,Person in Crisis,168
88954,Person in Crisis,47
88955,Overdose,8
88956,Person in Crisis,63
88957,Person in Crisis,63
88958,Person in Crisis,125
88959,Person in Crisis,44
88960,Person in Crisis,165
88961,Suicide-related,25
88962,Suicide-related,81
88963,Suicide-related,157
88964,Suicide-related,170
88965,Suicide-related,42
88966,Person in Crisis,90
88967,Person in Crisis,28
88968,Suicide-related,73
88969,Suicide-related,6
88970,Person in Crisis,168
88971,Person in Crisis,70
88972,Person in Crisis,135
88973,Person in Crisis,54
88974,Person in Crisis,63
88975,Person in Crisis,121
88976,Suicide-related,33
88977,Person in Crisis,167
88978,Person in Crisis,170
88979,Person in Crisis,18
88980,Person in Crisis,169
88981,Suicide-related,106
88982,Person in Crisis,148
88983,Person in Crisis,78
88984,Person in Crisis,168
88985,Overdose,170
88986,Overdose,81
88987,Person in Crisis,38
88988,Overdose,73
88989,Overdose,168
88990,Person in Crisis,2
88991,Overdose,52
88992,Person in Crisis,142
88993,Person in Crisis,27
88994,Person in Crisis,85
88995,Overdose,73
88996,Person in Crisis,36
88997,Person in Crisis,43
88998,Person in Crisis,166
88999,Person in Crisis,162
89000,Suicide-related,85
89001,Person in Crisis,72
89002,Overdose,73
89003,Person in Crisis,147
89004,Person in Crisis,168
89005,Suicide-related,38
89006,Suicide-related,72
89007,Suicide-related,59
89008,Person in Crisis,52
89009,Suicide-related,139
89010,Overdose,168
89011,Suicide-related,63
89012,Person in Crisis,150
89013,Person in Crisis,162
89014,Person in Crisis,4
89015,Person in Crisis,46
89016,Person in Crisis,53
89017,Person in Crisis,109
89018,Person in Crisis,138
89019,Suicide-related,103
89020,Overdose,73
89021,Suicide-related,124
89022,Suicide-related,111
89023,Suicide-related,146
89024,Person in Crisis,108
89025,Person in Crisis,27
89026,Overdose,27
89027,Suicide-related,8
89028,Person in Crisis,135
89029,Suicide-related,135
89030,Person in Crisis,164
89031,Person in Crisis,168
89032,Person in Crisis,166
89033,Suicide-related,32
89034,Suicide-related,16
89036,Person in Crisis,113
89037,Person in Crisis,168
89038,Person in Crisis,169
89039,Person in Crisis,162
89040,Person in Crisis,167
89041,Person in Crisis,154
89042,Overdose,168
89043,Person in Crisis,70
89044,Person in Crisis,126
89045,Suicide-related,118
89046,Suicide-related,50
89047,Suicide-related,124
89048,Person in Crisis,167
89049,Person in Crisis,114
89050,Suicide-related,140
89051,Person in Crisis,145
89052,Suicide-related,172
89053,Person in Crisis,54
89054,Suicide-related,60
89055,Suicide-related,83
89056,Suicide-related,118
89057,Person in Crisis,168
89058,Person in Crisis,167
89059,Person in Crisis,167
89060,Person in Crisis,90
89061,Person in Crisis,46
89062,Suicide-related,52
89063,Suicide-related,47
89064,Suicide-related,160
89065,Suicide-related,159
89066,Suicide-related,168
89067,Person in Crisis,39
89068,Person in Crisis,54
89069,Suicide-related,1
89070,Person in Crisis,128
89071,Person in Crisis,85
89072,Suicide-related,149
89073,Person in Crisis,142
89074,Person in Crisis,50
89075,Suicide-related,79
89076,Suicide-related,29
89077,Person in Crisis,92
89078,Overdose,83
89079,Person in Crisis,70
89080,Person in Crisis,37
89081,Person in Crisis,95
89082,Person in Crisis,118
89083,Person in Crisis,35
89084,Overdose,2
89085,Person in Crisis,73
89086,Person in Crisis,87
89087,Person in Crisis,167
89088,Suicide-related,1
89089,Person in Crisis,126
89090,Person in Crisis,71
89091,Overdose,170
89092,Person in Crisis,68
89093,Person in Crisis,162
89094,Person in Crisis,165
89095,Person in Crisis,58
89096,Suicide-related,170
89097,Person in Crisis,58
89098,Suicide-related,9
89099,Suicide-related,1
89100,Person in Crisis,41
89101,Person in Crisis,141
89102,Person in Crisis,155
89103,Suicide-related,134
89105,Person in Crisis,73
89106,Suicide-related,155
89107,Suicide-related,43
89108,Person in Crisis,166
89109,Suicide-related,161
89110,Suicide-related,11
89111,Person in Crisis,124
89112,Person in Crisis,71
89113,Person in Crisis,27
89114,Person in Crisis,138
89115,Overdose,165
89116,Overdose,168
89117,Person in Crisis,112
89118,Suicide-related,49
89119,Person in Crisis,171
89120,Suicide-related,134
89121,Overdose,168
89122,Person in Crisis,171
89123,Suicide-related,44
89124,Suicide-related,118
89125,Person in Crisis,23
89126,Person in Crisis,85
89127,Person in Crisis,168
89128,Overdose,71
89129,Overdose,73
89130,Person in Crisis,78
89131,Person in Crisis,133
89132,Person in Crisis,148
89133,Person in Crisis,162
89134,Suicide-related,143
89135,Person in Crisis,168
89136,Person in Crisis,73
89137,Person in Crisis,85
89138,Person in Crisis,95
89139,Overdose,166
89140,Suicide-related,84
89141,Suicide-related,92
89142,Person in Crisis,113
89143,Person in Crisis,61
89144,Person in Crisis,124
89145,Person in Crisis,166
89146,Person in Crisis,73
89147,Person in Crisis,72
89148,Person in Crisis,31
89149,Suicide-related,30
89150,Person in Crisis,167
89151,Person in Crisis,78
89152,Person in Crisis,85
89153,Suicide-related,99
89154,Person in Crisis,59
89155,Person in Crisis,157
89156,Person in Crisis,85
89157,Suicide-related,108
89158,Suicide-related,146
89159,Person in Crisis,78
89160,Person in Crisis,40
89161,Person in Crisis,15
89162,Person in Crisis,16
89163,Suicide-related,95
89164,Person in Crisis,158
89165,Person in Crisis,78
89166,Person in Crisis,72
89167,Person in Crisis,74
89168,Person in Crisis,95
89169,Suicide-related,150
89170,Overdose,168
89171,Overdose,123
89172,Person in Crisis,73
89173,Person in Crisis,71
89174,Overdose,168
89175,Overdose,169
89176,Suicide-related,150
89177,Person in Crisis,153
89179,Person in Crisis,44
89180,Suicide-related,48
89181,Suicide-related,36
89182,Person in Crisis,140
89183,Person in Crisis,10
89184,Suicide-related,133
89185,Suicide-related,2
89186,Suicide-related,115
89187,Suicide-related,54
89188,Suicide-related,169
89189,Person in Crisis,53
89190,Suicide-related,73
89191,Overdose,73
89192,Person in Crisis,56
89193,Suicide-related,37
89194,Suicide-related,139
89195,Person in Crisis,2
89196,Person in Crisis,70
89197,Person in Crisis,102
89198,Person in Crisis,71
89199,Person in Crisis,10
89200,Person in Crisis,78
89201,Suicide-related,37
89202,Person in Crisis,20
89203,Person in Crisis,28
89204,Overdose,70
89205,Suicide-related,89
89206,Suicide-related,18
89207,Person in Crisis,65
89208,Person in Crisis,162
89209,Suicide-related,90
89210,Suicide-related,170
89211,Overdose,61
89212,Overdose,171
89213,Person in Crisis,37
89214,Person in Crisis,1
89215,Suicide-related,3
89216,Person in Crisis,112
89217,Suicide-related,145
89218,Person in Crisis,162
89219,Person in Crisis,160
89220,Suicide-related,89
89221,Suicide-related,68
89222,Overdose,162
89223,Overdose,170
89224,Person in Crisis,159
89225,Person in Crisis,167
89226,Suicide-related,73
89227,Person in Crisis,124
89228,Suicide-related,168
89229,Suicide-related,119
89230,Person in Crisis,40
89231,Suicide-related,134
89232,Person in Crisis,37
89233,Person in Crisis,53
89234,Person in Crisis,125
89235,Person in Crisis,170
89236,Person in Crisis,125
89237,Person in Crisis,95
89238,Person in Crisis,73
89239,Person in Crisis,39
89240,Person in Crisis,99
89241,Overdose,39
89242,Overdose,167
89243,Suicide-related,108
89244,Suicide-related,108
89245,Person in Crisis,168
89246,Suicide-related,8
89247,Suicide-related,148
89248,Overdose,42
89249,Person in Crisis,25
89250,Suicide-related,159
89251,Suicide-related,147
89252,Suicide-related,141
89253,Person in Crisis,85
89254,Suicide-related,142
89255,Person in Crisis,53
89256,Person in Crisis,36
89257,Person in Crisis,162
89258,Person in Crisis,170
89259,Suicide-related,39
89260,Overdose,168
89261,Suicide-related,100
89262,Person in Crisis,1
89263,Person in Crisis,85
89264,Suicide-related,167
89265,Person in Crisis,7
89266,Person in Crisis,163
89267,Person in Crisis,147
89268,Person in Crisis,173
89269,Suicide-related,57
89270,Overdose,73
89271,Person in Crisis,165
89272,Person in Crisis,78
89273,Person in Crisis,169
89274,Person in Crisis,152
89275,Overdose,73
89276,Overdose,168
89277,Suicide-related,85
89278,Overdose,70
89279,Suicide-related,43
89280,Person in Crisis,63
89281,Suicide-related,34
89282,Person in Crisis,43
89283,Person in Crisis,168
89284,Person in Crisis,168
89285,Suicide-related,90
89286,Person in Crisis,143
89287,Overdose,165
89288,Person in Crisis,47
89289,Suicide-related,33
89290,Suicide-related,120
89291,Person in Crisis,113
89292,Suicide-related,102
89293,Suicide-related,79
89294,Suicide-related,142
89295,Person in Crisis,167
89296,Suicide-related,171
89297,Person in Crisis,95
89298,Person in Crisis,19
89299,Person in Crisis,144
89300,Person in Crisis,168
89301,Person in Crisis,81
89302,Person in Crisis,85
89303,Suicide-related,163
89304,Suicide-related,135
89305,Person in Crisis,25
89306,Person in Crisis,166
89307,Suicide-related,111
89308,Suicide-related,170
89309,Suicide-related,85
89310,Suicide-related,84
89311,Person in Crisis,169
89312,Suicide-related,35
89313,Suicide-related,38
89314,Overdose,54
89315,Person in Crisis,105
89316,Suicide-related,38
89317,Suicide-related,110
89318,Person in Crisis,120
89319,Person in Crisis,49
89320,Overdose,73
89321,Suicide-related,158
89322,Suicide-related,139
89323,Person in Crisis,79
89324,Suicide-related,162
89325,Suicide-related,61
89326,Person in Crisis,168
89327,Suicide-related,144
89328,Suicide-related,171
89329,Person in Crisis,20
89330,Person in Crisis,168
89331,Person in Crisis,168
89332,Suicide-related,113
89333,Person in Crisis,139
89334,Person in Crisis,120
89335,Person in Crisis,80
89336,Person in Crisis,160
89337,Suicide-related,116
89338,Person in Crisis,166
89339,Person in Crisis,120
89340,Suicide-related,13
89341,Suicide-related,31
89342,Person in Crisis,142
89343,Person in Crisis,81
89344,Overdose,170
89345,Suicide-related,123
89346,Person in Crisis,119
89347,Person in Crisis,63
89348,Person in Crisis,124
89349,Suicide-related,57
89350,Suicide-related,167
89351,Suicide-related,170
89352,Person in Crisis,168
89353,Person in Crisis,71
89354,Person in Crisis,124
89355,Suicide-related,121
89356,Person in Crisis,92
89357,Person in Crisis,23
89358,Person in Crisis,95
89359,Overdose,73
89360,Person in Crisis,162
89361,Person in Crisis,166
89362,Person in Crisis,158
89363,Overdose,73
89364,Overdose,78
89365,Person in Crisis,44
89366,Overdose,68
89367,Person in Crisis,85
89368,Suicide-related,120
89369,Suicide-related,152
89370,Person in Crisis,159
89371,Person in Crisis,73
89372,Overdose,20
89373,Overdose,9
89374,Person in Crisis,169
89375,Person in Crisis,134
89376,Overdose,164
89377,Overdose,163
89378,Person in Crisis,35
89379,Person in Crisis,35
89380,Person in Crisis,138
89381,Suicide-related,138
