_id,OBJECTID,EVENT_ID,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,EVENT_DOW,EVENT_HOUR,EVENT_TYPE,DIVISION,OCCURRENCE_CREATED,APPREHENSION_MADE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140
21834,21834,3519646,NA,2014,December,Thursday,12,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
21835,21835,3519298,NA,2014,December,Thursday,10,Person in Crisis,D32,No,No,153,Avondale,51,Willowdale East (51)
21836,21836,3521005,NA,2014,December,Thursday,19,Person in Crisis,D51,No,No,72,Regent Park,72,Regent Park (72)
21837,21837,3520057,NA,2014,December,Thursday,14,Person in Crisis,D41,No,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
21838,21838,3519421,NA,2014,December,Thursday,10,Suicide-related,D51,Yes,Yes,73,Moss Park,73,Moss Park (73)
21839,21839,3521720,NA,2014,December,Thursday,23,Suicide-related,D43,Yes,No,157,Bendale South,127,Bendale (127)
21840,21840,3519695,NA,2014,December,Thursday,12,Overdose,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21841,21841,3518600,NA,2014,December,Thursday,3,Person in Crisis,D12,No,No,28,Rustic,28,Rustic (28)
21842,21842,3520480,NA,2014,December,Thursday,16,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
21843,21843,3518293,NA,2014,December,Thursday,1,Suicide-related,D11,Yes,No,84,Little Portugal,84,Little Portugal (84)
21844,21844,3519322,NA,2014,December,Thursday,10,Person in Crisis,D53,No,No,99,Mount Pleasant East,99,Mount Pleasant East (99)
21845,21845,3519304,NA,2014,December,Thursday,10,Person in Crisis,D53,No,No,99,Mount Pleasant East,99,Mount Pleasant East (99)
21846,21846,3518547,NA,2014,December,Thursday,2,Person in Crisis,D41,No,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
21847,21847,3518481,NA,2014,December,Thursday,2,Person in Crisis,D51,No,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
21848,21848,3521545,NA,2014,December,Thursday,22,Person in Crisis,D11,No,No,86,Roncesvalles,86,Roncesvalles (86)
21849,21849,3518954,NA,2014,December,Thursday,7,Person in Crisis,D41,Yes,No,124,Kennedy Park,124,Kennedy Park (124)
21850,21850,3521238,NA,2014,December,Thursday,20,Suicide-related,D54,Yes,Yes,44,Flemingdon Park,44,Flemingdon Park (44)
21851,21851,3521275,NA,2014,December,Thursday,20,Suicide-related,D41,Yes,No,124,Kennedy Park,124,Kennedy Park (124)
21852,21852,3518160,NA,2014,December,Thursday,0,Person in Crisis,D51,Yes,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
21853,21853,3521299,NA,2014,December,Thursday,21,Person in Crisis,D14,No,No,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77)
21854,21854,3519579,NA,2014,December,Thursday,11,Suicide-related,D52,Yes,Yes,169,Bay-Cloverhill,76,Bay Street Corridor (76)
21855,21855,3519361,NA,2014,December,Thursday,10,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21856,21856,3520969,NA,2014,December,Thursday,19,Person in Crisis,D43,Yes,No,139,Scarborough Village,139,Scarborough Village (139)
21857,21857,3518338,NA,2014,December,Thursday,1,Suicide-related,D43,Yes,No,136,West Hill,136,West Hill (136)
21858,21858,3520939,NA,2014,December,Thursday,18,Person in Crisis,D51,No,No,166,St Lawrence-East Bayfront-The Islands,73,Moss Park (73)
21859,21859,3521429,NA,2014,December,Thursday,21,Suicide-related,D32,No,No,35,Westminster-Branson,35,Westminster-Branson (35)
21860,21860,3520163,NA,2014,December,Thursday,14,Suicide-related,D53,Yes,No,56,Leaside-Bennington,56,Leaside-Bennington (56)
21861,21861,3521146,NA,2014,December,Thursday,20,Suicide-related,D51,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21862,21862,3520028,NA,2014,December,Thursday,14,Person in Crisis,D32,No,No,38,Lansing-Westgate,38,Lansing-Westgate (38)
21863,21863,3521072,NA,2014,December,Thursday,19,Overdose,D22,No,No,18,New Toronto,18,New Toronto (18)
21864,21864,3518367,NA,2014,December,Thursday,1,Person in Crisis,D54,Yes,No,68,North Riverdale,68,North Riverdale (68)
21865,21865,3519548,NA,2014,December,Thursday,11,Suicide-related,D52,Yes,No,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
21866,21866,3518664,NA,2014,December,Thursday,4,Suicide-related,D55,No,No,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65)
21867,21867,3519344,NA,2014,December,Thursday,10,Person in Crisis,D51,No,No,74,North St.James Town,74,North St.James Town (74)
21868,21868,3521453,NA,2014,December,Thursday,21,Suicide-related,D11,No,No,83,Dufferin Grove,83,Dufferin Grove (83)
21869,21869,3519282,NA,2014,December,Thursday,10,Person in Crisis,D12,No,No,28,Rustic,28,Rustic (28)
21870,21870,3518732,NA,2014,December,Thursday,4,Person in Crisis,D32,No,No,33,Clanton Park,33,Clanton Park (33)
21871,21871,3519849,NA,2014,December,Thursday,13,Person in Crisis,D54,Yes,No,57,Broadview North,57,Broadview North (57)
21872,21872,3518923,NA,2014,December,Thursday,6,Person in Crisis,D43,Yes,No,135,Morningside,135,Morningside (135)
21873,21873,3520475,NA,2014,December,Thursday,16,Person in Crisis,D42,No,No,129,Agincourt North,129,Agincourt North (129)
21874,21874,3519739,NA,2014,December,Thursday,12,Person in Crisis,D13,No,No,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106)
21875,21875,3524333,NA,2014,December,Friday,15,Person in Crisis,D32,No,No,50,Newtonbrook East,50,Newtonbrook East (50)
21876,21876,3522096,NA,2014,December,Friday,1,Person in Crisis,D51,No,No,72,Regent Park,72,Regent Park (72)
21877,21877,3524692,NA,2014,December,Friday,16,Suicide-related,D32,Yes,Yes,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40)
21878,21878,3522424,NA,2014,December,Friday,4,Suicide-related,D53,Yes,No,56,Leaside-Bennington,56,Leaside-Bennington (56)
21879,21879,3526243,NA,2014,December,Friday,23,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21880,21880,3525159,NA,2014,December,Friday,19,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21881,21881,3523262,NA,2014,December,Friday,11,Person in Crisis,D14,Yes,No,84,Little Portugal,84,Little Portugal (84)
21882,21882,3522018,NA,2014,December,Friday,1,Overdose,D22,Yes,No,13,Etobicoke West Mall,13,Etobicoke West Mall (13)
21883,21883,3522700,NA,2014,December,Friday,7,Suicide-related,D51,No,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
21884,21884,3524955,NA,2014,December,Friday,17,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
21885,21885,3525504,NA,2014,December,Friday,20,Person in Crisis,D14,No,No,164,Wellington Place,77,Waterfront Communities-The Island (77)
21886,21886,3523426,NA,2014,December,Friday,11,Suicide-related,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
21887,21887,3524801,NA,2014,December,Friday,17,Person in Crisis,D22,Yes,No,18,New Toronto,18,New Toronto (18)
21888,21888,3523195,NA,2014,December,Friday,10,Overdose,D33,No,No,47,Don Valley Village,47,Don Valley Village (47)
21889,21889,3524836,NA,2014,December,Friday,17,Suicide-related,D33,No,No,53,Henry Farm,53,Henry Farm (53)
21890,21890,3525206,NA,2014,December,Friday,19,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21891,21891,3524418,NA,2014,December,Friday,15,Person in Crisis,D41,Yes,No,121,Oakridge,121,Oakridge (121)
21892,21892,3523394,NA,2014,December,Friday,11,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21893,21893,3524872,NA,2014,December,Friday,17,Person in Crisis,D41,No,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
21894,21894,3522132,NA,2014,December,Friday,2,Person in Crisis,D42,No,No,146,Malvern East,132,Malvern (132)
21895,21895,3522994,NA,2014,December,Friday,9,Person in Crisis,D33,No,No,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40)
21896,21896,3522257,NA,2014,December,Friday,3,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
21897,21897,3521971,NA,2014,December,Friday,0,Person in Crisis,D12,No,No,115,Mount Dennis,115,Mount Dennis (115)
21898,21898,3525819,NA,2014,December,Friday,21,Person in Crisis,D11,Yes,No,91,Weston-Pelham Park,91,Weston-Pellam Park (91)
21899,21899,3525161,NA,2014,December,Friday,19,Overdose,D12,Yes,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
21900,21900,3525160,NA,2014,December,Friday,19,Suicide-related,D22,Yes,Yes,16,Stonegate-Queensway,16,Stonegate-Queensway (16)
21901,21901,3523914,NA,2014,December,Friday,13,Suicide-related,D11,Yes,No,85,South Parkdale,85,South Parkdale (85)
21902,21902,3524608,NA,2014,December,Friday,16,Person in Crisis,D33,No,No,47,Don Valley Village,47,Don Valley Village (47)
21903,21903,3522269,NA,2014,December,Friday,3,Person in Crisis,D22,No,No,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
21904,21904,3522969,NA,2014,December,Friday,9,Person in Crisis,D14,No,No,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81)
21905,21905,3524786,NA,2014,December,Friday,17,Person in Crisis,D42,No,No,148,East L'Amoreaux,117,L'Amoreaux (117)
21906,21906,3526560,NA,2014,December,Saturday,1,Suicide-related,D14,Yes,No,85,South Parkdale,85,South Parkdale (85)
21907,21907,3527933,NA,2014,December,Saturday,10,Suicide-related,D43,Yes,No,136,West Hill,136,West Hill (136)
21908,21908,3529824,NA,2014,December,Saturday,16,Person in Crisis,D41,No,No,124,Kennedy Park,124,Kennedy Park (124)
21909,21909,3529176,NA,2014,December,Saturday,14,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
21910,21910,3527647,NA,2014,December,Saturday,9,Person in Crisis,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
21911,21911,3530139,NA,2014,December,Saturday,18,Person in Crisis,D41,No,No,62,East End-Danforth,62,East End-Danforth (62)
21912,21912,3527541,NA,2014,December,Saturday,8,Person in Crisis,D32,Yes,Yes,50,Newtonbrook East,50,Newtonbrook East (50)
21913,21913,3531430,NA,2014,December,Saturday,23,Person in Crisis,D31,No,No,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25)
21914,21914,3528597,NA,2014,December,Saturday,12,Suicide-related,D13,Yes,Yes,94,Wychwood,94,Wychwood (94)
21915,21915,3530784,NA,2014,December,Saturday,20,Suicide-related,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
21916,21916,3528617,NA,2014,December,Saturday,12,Person in Crisis,D14,No,No,164,Wellington Place,77,Waterfront Communities-The Island (77)
21917,21917,3527240,NA,2014,December,Saturday,6,Person in Crisis,D51,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21918,21918,3531468,NA,2014,December,Saturday,23,Suicide-related,D13,No,No,94,Wychwood,94,Wychwood (94)
21919,21919,3526495,NA,2014,December,Saturday,1,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
21920,21920,3530427,NA,2014,December,Saturday,19,Person in Crisis,D31,No,No,24,Black Creek,24,Black Creek (24)
21921,21921,3530538,NA,2014,December,Saturday,19,Overdose,D33,No,No,47,Don Valley Village,47,Don Valley Village (47)
21922,21922,3530503,NA,2014,December,Saturday,19,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
21923,21923,3530280,NA,2014,December,Saturday,18,Person in Crisis,D11,No,No,83,Dufferin Grove,83,Dufferin Grove (83)
21924,21924,3530070,NA,2014,December,Saturday,17,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
21925,21925,3527927,NA,2014,December,Saturday,10,Suicide-related,D22,No,No,16,Stonegate-Queensway,16,Stonegate-Queensway (16)
21926,21926,3529348,NA,2014,December,Saturday,15,Suicide-related,D31,Yes,No,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26)
21927,21927,3528683,NA,2014,December,Saturday,13,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
21928,21928,3528034,NA,2014,December,Saturday,10,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
21929,21929,3527876,NA,2014,December,Saturday,10,Suicide-related,D43,No,No,139,Scarborough Village,139,Scarborough Village (139)
21930,21930,3530115,NA,2014,December,Saturday,18,Suicide-related,D33,Yes,No,46,Pleasant View,46,Pleasant View (46)
21931,21931,3530407,NA,2014,December,Saturday,19,Person in Crisis,D53,No,No,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98)
21932,21932,3526926,NA,2014,December,Saturday,3,Person in Crisis,D52,Yes,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21933,21933,3528712,NA,2014,December,Saturday,13,Person in Crisis,D23,Yes,No,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7)
21934,21934,3528140,NA,2014,December,Saturday,11,Person in Crisis,D54,No,No,44,Flemingdon Park,44,Flemingdon Park (44)
21935,21935,3530277,NA,2014,December,Saturday,18,Person in Crisis,D13,No,No,32,Englemount-Lawrence,32,Englemount-Lawrence (32)
21936,21936,3529143,NA,2014,December,Saturday,14,Person in Crisis,D22,No,No,18,New Toronto,18,New Toronto (18)
21937,21937,3530881,NA,2014,December,Saturday,21,Person in Crisis,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
21938,21938,3530219,NA,2014,December,Saturday,18,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
21939,21939,3526641,NA,2014,December,Saturday,1,Overdose,D43,Yes,No,136,West Hill,136,West Hill (136)
21940,21940,3526645,NA,2014,December,Saturday,1,Person in Crisis,D41,No,No,124,Kennedy Park,124,Kennedy Park (124)
21941,21941,3526890,NA,2014,December,Saturday,3,Overdose,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21942,21942,3526770,NA,2014,December,Saturday,2,Suicide-related,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21943,21943,3527708,NA,2014,December,Saturday,9,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
21944,21944,3526364,NA,2014,December,Saturday,0,Person in Crisis,D32,Yes,No,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39)
21945,21945,3531595,NA,2014,December,Saturday,23,Person in Crisis,D41,No,No,61,Taylor-Massey,61,Taylor-Massey (61)
21946,21946,3529838,NA,2014,December,Saturday,17,Suicide-related,D23,Yes,No,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8)
21947,21947,3531109,NA,2014,December,Saturday,22,Person in Crisis,D11,No,No,86,Roncesvalles,86,Roncesvalles (86)
21948,21948,3530513,NA,2014,December,Saturday,19,Suicide-related,D22,No,No,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11)
21949,21949,3526564,NA,2014,December,Saturday,1,Suicide-related,D12,No,No,115,Mount Dennis,115,Mount Dennis (115)
21950,21950,3529684,NA,2014,December,Saturday,16,Person in Crisis,D41,No,No,119,Wexford/Maryvale,119,Wexford/Maryvale (119)
21951,21951,3530908,NA,2014,December,Saturday,21,Suicide-related,D53,Yes,No,95,Annex,95,Annex (95)
21952,21952,3526535,NA,2014,December,Saturday,1,Person in Crisis,D14,No,No,83,Dufferin Grove,83,Dufferin Grove (83)
21953,21953,3530542,NA,2014,December,Saturday,19,Person in Crisis,D14,Yes,No,84,Little Portugal,84,Little Portugal (84)
21954,21954,3529227,NA,2014,December,Saturday,14,Person in Crisis,D22,Yes,Yes,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11)
21955,21955,3526539,NA,2014,December,Saturday,1,Person in Crisis,D54,No,No,66,Danforth,66,Danforth (66)
21956,21956,3531438,NA,2014,December,Saturday,23,Overdose,D51,No,No,73,Moss Park,73,Moss Park (73)
21957,21957,3527971,NA,2014,December,Saturday,10,Person in Crisis,D51,Yes,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
21958,21958,3527685,NA,2014,December,Saturday,9,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
21959,21959,3527497,NA,2014,December,Saturday,8,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21960,21960,3529266,NA,2014,December,Saturday,15,Person in Crisis,D31,No,No,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26)
21961,21961,3526897,NA,2014,December,Saturday,3,Person in Crisis,D41,No,No,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45)
21962,21962,3526447,NA,2014,December,Saturday,0,Suicide-related,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21963,21963,3527180,NA,2014,December,Saturday,5,Person in Crisis,D31,No,No,22,Humbermede,22,Humbermede (22)
21964,21964,3530490,NA,2014,December,Saturday,19,Person in Crisis,D31,Yes,Yes,24,Black Creek,24,Black Creek (24)
21965,21965,3531054,NA,2014,December,Saturday,21,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21966,21966,3530636,NA,2014,December,Saturday,20,Person in Crisis,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
21967,21967,3530750,NA,2014,December,Saturday,20,Suicide-related,D11,Yes,Yes,87,High Park-Swansea,87,High Park-Swansea (87)
21968,21968,3529628,NA,2014,December,Saturday,16,Person in Crisis,D23,Yes,Yes,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6)
21969,21969,3530347,NA,2014,December,Saturday,19,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
21970,21970,3526931,NA,2014,December,Saturday,3,Suicide-related,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21971,21971,3526740,NA,2014,December,Saturday,2,Person in Crisis,D43,No,No,138,Eglinton East,138,Eglinton East (138)
21972,21972,3529931,NA,2014,December,Saturday,17,Person in Crisis,D41,No,No,124,Kennedy Park,124,Kennedy Park (124)
21973,21973,3530689,NA,2014,December,Saturday,20,Suicide-related,D12,No,No,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30)
21974,21974,3527072,NA,2014,December,Saturday,4,Person in Crisis,D32,Yes,No,35,Westminster-Branson,35,Westminster-Branson (35)
21975,21975,3527461,NA,2014,December,Saturday,7,Person in Crisis,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21976,21976,3532856,NA,2014,December,Sunday,7,Person in Crisis,D22,No,No,158,Islington,14,Islington-City Centre West (14)
21977,21977,3533075,NA,2014,December,Sunday,9,Suicide-related,D51,No,No,73,Moss Park,73,Moss Park (73)
21978,21978,3532468,NA,2014,December,Sunday,4,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
21979,21979,3532447,NA,2014,December,Sunday,3,Person in Crisis,D13,No,No,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92)
21980,21980,3535656,NA,2014,December,Sunday,19,Suicide-related,D32,Yes,Yes,33,Clanton Park,33,Clanton Park (33)
21981,21981,3533119,NA,2014,December,Sunday,9,Person in Crisis,D42,No,No,148,East L'Amoreaux,117,L'Amoreaux (117)
21982,21982,3535562,NA,2014,December,Sunday,19,Suicide-related,D11,Yes,Yes,85,South Parkdale,85,South Parkdale (85)
21983,21983,3533584,NA,2014,December,Sunday,11,Person in Crisis,D51,Yes,No,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
21984,21984,3534909,NA,2014,December,Sunday,16,Suicide-related,D53,No,No,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98)
21985,21985,3533342,NA,2014,December,Sunday,10,Overdose,D22,No,No,15,Kingsway South,15,Kingsway South (15)
21986,21986,3535768,NA,2014,December,Sunday,19,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
21987,21987,3533796,NA,2014,December,Sunday,12,Person in Crisis,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
21988,21988,3535489,NA,2014,December,Sunday,18,Person in Crisis,D41,Yes,No,121,Oakridge,121,Oakridge (121)
21989,21989,3532903,NA,2014,December,Sunday,7,Person in Crisis,D13,Yes,Yes,94,Wychwood,94,Wychwood (94)
21990,21990,3533685,NA,2014,December,Sunday,11,Person in Crisis,D11,No,No,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93)
21991,21991,3535953,NA,2014,December,Sunday,20,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
21992,21992,3533937,NA,2014,December,Sunday,12,Suicide-related,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
21993,21993,3536591,NA,2014,December,Sunday,23,Suicide-related,D32,No,No,38,Lansing-Westgate,38,Lansing-Westgate (38)
21994,21994,3534506,NA,2014,December,Sunday,14,Suicide-related,D22,Yes,Yes,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21995,21995,3535222,NA,2014,December,Sunday,17,Person in Crisis,D14,No,No,79,University,79,University (79)
21996,21996,3535371,NA,2014,December,Sunday,18,Suicide-related,D14,No,No,79,University,79,University (79)
21997,21997,3536304,NA,2014,December,Sunday,22,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
21998,21998,3534720,NA,2014,December,Sunday,15,Person in Crisis,D22,Yes,Yes,159,Etobicoke City Centre,14,Islington-City Centre West (14)
21999,21999,3534699,NA,2014,December,Sunday,15,Suicide-related,D53,Yes,No,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98)
22000,22000,3534079,NA,2014,December,Sunday,13,Person in Crisis,D55,No,No,70,South Riverdale,70,South Riverdale (70)
22001,22001,3533087,NA,2014,December,Sunday,9,Person in Crisis,D43,No,No,138,Eglinton East,138,Eglinton East (138)
22002,22002,3532134,NA,2014,December,Sunday,2,Suicide-related,D43,Yes,No,139,Scarborough Village,139,Scarborough Village (139)
22003,22003,3531864,NA,2014,December,Sunday,1,Person in Crisis,D13,No,No,101,Forest Hill South,101,Forest Hill South (101)
22004,22004,3532025,NA,2014,December,Sunday,1,Person in Crisis,D22,No,No,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
22005,22005,3534063,NA,2014,December,Sunday,13,Person in Crisis,D55,Yes,Yes,63,The Beaches,63,The Beaches (63)
22006,22006,3534172,NA,2014,December,Sunday,13,Person in Crisis,D33,Yes,Yes,52,Bayview Village,52,Bayview Village (52)
22007,22007,3534556,NA,2014,December,Sunday,15,Suicide-related,D33,Yes,Yes,42,Banbury-Don Mills,42,Banbury-Don Mills (42)
22008,22008,3535422,NA,2014,December,Sunday,18,Person in Crisis,D53,No,No,173,North Toronto,104,Mount Pleasant West (104)
22009,22009,3533357,NA,2014,December,Sunday,10,Suicide-related,D41,Yes,No,126,Dorset Park,126,Dorset Park (126)
22010,22010,3531676,NA,2014,December,Sunday,0,Person in Crisis,D14,No,No,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81)
22011,22011,3535350,NA,2014,December,Sunday,18,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
22012,22012,3535778,NA,2014,December,Sunday,20,Suicide-related,D54,Yes,No,44,Flemingdon Park,44,Flemingdon Park (44)
22013,22013,3535127,NA,2014,December,Sunday,17,Person in Crisis,D14,No,No,79,University,79,University (79)
22014,22014,3536079,NA,2014,December,Sunday,21,Suicide-related,D12,No,No,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110)
22015,22015,3533696,NA,2014,December,Sunday,12,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
22016,22016,3533134,NA,2014,December,Sunday,9,Suicide-related,D11,Yes,No,87,High Park-Swansea,87,High Park-Swansea (87)
22017,22017,3533512,NA,2014,December,Sunday,11,Person in Crisis,D11,No,No,90,Junction Area,90,Junction Area (90)
22018,22018,3531824,NA,2014,December,Sunday,1,Suicide-related,D13,Yes,No,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108)
22019,22019,3531701,NA,2014,December,Sunday,0,Overdose,D54,Yes,No,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60)
22020,22020,3535034,NA,2014,December,Sunday,16,Person in Crisis,D51,Yes,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
22021,22021,3534298,NA,2014,December,Sunday,14,Person in Crisis,D12,No,No,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112)
22022,22022,3532313,NA,2014,December,Sunday,3,Overdose,D14,Yes,No,85,South Parkdale,85,South Parkdale (85)
22023,22023,3536031,NA,2014,December,Sunday,21,Suicide-related,D51,No,No,73,Moss Park,73,Moss Park (73)
22024,22024,3536018,NA,2014,December,Sunday,21,Suicide-related,D11,No,No,90,Junction Area,90,Junction Area (90)
22025,22025,3532961,NA,2014,December,Sunday,8,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
22026,22026,3532786,NA,2014,December,Sunday,6,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
22027,22027,3536568,NA,2014,December,Sunday,23,Suicide-related,D52,Yes,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
22028,22028,3531924,NA,2014,December,Sunday,1,Suicide-related,D53,Yes,Yes,100,Yonge-Eglinton,100,Yonge-Eglinton (100)
22029,22029,3532995,NA,2014,December,Sunday,8,Person in Crisis,D42,No,No,148,East L'Amoreaux,117,L'Amoreaux (117)
22030,22030,3536200,NA,2014,December,Sunday,22,Suicide-related,D22,No,No,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11)
22031,22031,3537536,1419-08-29,2014,December,Monday,6,Suicide-related,D14,Yes,Yes,84,Little Portugal,84,Little Portugal (84)
22032,22032,3540347,1419-08-29,2014,December,Monday,15,Suicide-related,D51,Yes,No,73,Moss Park,73,Moss Park (73)
22033,22033,3538837,1419-08-29,2014,December,Monday,11,Person in Crisis,D43,Yes,Yes,135,Morningside,135,Morningside (135)
22034,22034,3542466,1419-08-29,2014,December,Monday,23,Overdose,D43,No,No,142,Woburn North,137,Woburn (137)
22035,22035,3542463,1419-08-29,2014,December,Monday,23,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
22036,22036,3538531,1419-08-29,2014,December,Monday,10,Suicide-related,D53,Yes,Yes,167,Church-Wellesley,75,Church-Yonge Corridor (75)
22037,22037,3536625,1419-08-29,2014,December,Monday,0,Person in Crisis,D41,Yes,Yes,124,Kennedy Park,124,Kennedy Park (124)
22038,22038,3540104,1419-08-29,2014,December,Monday,15,Suicide-related,D43,Yes,No,143,West Rouge,131,Rouge (131)
22039,22039,3536724,1419-08-29,2014,December,Monday,0,Person in Crisis,D42,No,No,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118)
22040,22040,3541213,1419-08-29,2014,December,Monday,18,Suicide-related,D43,Yes,No,134,Highland Creek,134,Highland Creek (134)
22041,22041,3541915,1419-08-29,2014,December,Monday,21,Overdose,D42,Yes,Yes,129,Agincourt North,129,Agincourt North (129)
22042,22042,3542190,1419-08-29,2014,December,Monday,22,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
22043,22043,3540525,1419-08-29,2014,December,Monday,16,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
